Days per month,Minuter per login,Lowest level completed,Customer added,Stories watched,Stories completed,Churn
17,74,5,42,661.45,535.8517895,0
15,93,4,35,611.3125,479.5187669,0
21,50,6,0,1,0.858136549,0
15,79,6,35,519.4375,438.632078,0
11,65,5,38,340.625,290.6514439,0
17,98,7,45,938.125,690.3777905,0
6,93,4,38,266.05,204.7494227,0
19,94,4,45,1005.625,818.9426842,0
13,74,4,31,373.775,308.982086,0
24,70,5,0,1,0.839163218,0
15,94,4,26,459.25,427.897182,0
19,44,2,35,366.75,309.6712841,0
21,52,5,19,260.35,224.5255307,0
14,34,4,35,209.25,165.278179,0
13,79,7,44,565.85,472.5236247,1
13,79,5,42,540.175,437.9615853,0
18,87,4,41,803.575,642.4915184,1
15,77,5,39,564.0625,450.8634439,0
12,10,6,33,50.5,37.95309705,0
12,81,7,44,535.6,390.7092922,0
17,39,4,46,382.225,305.7306626,0
18,108,4,38,924.4,787.6595098,0
16,9,6,31,56.8,43.78087937,0
2,84,6,27,57.7,44.2515991,0
17,78,5,0,1,0.826401548,0
21,71,5,37,690.5875,580.4574023,0
15,107,6,15,301.9375,235.2997293,0
1,84,6,41,44.05,36.02174411,1
10,85,6,46,489.75,413.1833577,1
12,83,4,22,274.9,257.0769511,0
27,78,5,19,501.175,413.4163146,0
26,81,4,45,1185.625,904.4339396,0
11,93,5,43,550.8625,481.6104896,0
12,85,4,33,421.75,345.1907548,0
9,48,6,41,222.4,159.9954903,0
12,51,5,35,268.75,228.5722176,0
11,10,6,31,43.625,36.2071831,0
15,74,5,46,639.25,540.1057606,0
19,44,7,41,429.45,380.2930209,0
18,50,4,34,383.5,305.5977517,0
19,42,3,36,360.1,280.2510738,0
24,96,3,21,605.8,477.4198335,0
12,42,4,43,271.9,219.2871618,0
20,87,4,34,740.5,617.3623416,0
15,54,5,37,375.625,324.1843984,0
15,78,4,43,629.875,492.2388064,0
14,83,5,33,480.325,405.236188,0
13,100,5,45,732.25,545.824308,0
18,88,5,41,812.8,623.1384626,0
31,90,5,29,1012.375,791.0469426,0
30,85,4,13,415.375,335.8043043,0
13,14,4,23,53.325,43.85793839,0
25,37,4,26,301.625,265.9329161,0
14,40,5,45,316,269.4172925,0
13,38,5,37,229.475,191.109891,0
15,84,4,32,505,443.5734045,0
12,40,4,45,271,206.9932852,0
21,83,3,44,959.65,760.268408,0
16,79,6,27,427.6,365.8399778,0
3,41,5,39,60.9625,47.85437413,1
16,50,6,40,401,331.2614451,0
12,9,6,46,63.1,49.2659281,0
16,73,6,33,482.8,418.3860358,0
12,86,5,46,594.4,489.1260707,0
11,86,5,38,450.35,335.0843084,0
7,49,3,38,163.925,131.3936234,0
19,91,6,43,930.3375,786.6991324,0
13,46,6,41,307.475,261.9793835,0
18,68,3,23,352.9,275.7211841,0
15,84,5,39,615.25,553.2820423,0
9,82,5,46,425.35,316.8286101,0
14,107,6,34,637.65,499.6460399,0
18,93,4,25,524.125,474.1283486,0
28,87,4,40,1219,837.5645483,0
24,40,5,35,421,337.9774838,0
22,82,5,17,384.35,320.8798272,0
8,43,5,46,198.8,166.7349675,0
11,12,7,29,48.85,35.74595601,0
21,96,4,37,933.4,785.8710448,0
15,94,4,44,776.5,673.7967669,0
3,77,5,41,119.3875,89.40040586,0
31,81,5,45,1413.4375,1128.958655,0
15,82,5,46,708.25,609.9214153,0
11,100,4,35,482.25,390.8395912,0
23,82,5,32,755.4,588.8286768,0
12,39,5,36,211.6,143.4473037,0
16,48,6,17,164.2,133.9263186,0
11,46,6,45,285.625,211.6125528,0
28,92,6,21,677.2,508.4356308,0
16,81,4,35,568,464.5587323,0
12,83,5,41,511.45,398.4902397,0
15,88,8,16,265,231.5481113,0
14,43,5,35,264.375,205.5757693,0
15,40,6,43,323.5,282.2659392,1
9,72,5,20,163,140.0385635,0
14,89,6,23,359.225,300.5001406,0
17,36,5,41,314.65,266.2516972,0
14,94,7,38,626.1,535.9228131,0
6,42,6,45,142.75,114.4687411,0
13,37,5,42,253.525,196.8614072,0
14,47,4,39,321.775,262.4887512,0
14,70,7,43,527.75,399.2463007,0
13,33,7,45,242.3125,183.2842304,0
17,5,4,46,49.875,42.05373997,0
25,78,3,45,1097.875,883.9770634,0
10,90,5,29,327.25,279.0017375,0
13,76,7,45,556.75,458.9147805,0
31,93,6,21,757.7875,606.8616468,0
15,87,4,38,620.875,535.8765622,0
16,77,5,22,339.8,262.8514219,0
11,78,4,46,494.35,350.648731,0
10,89,5,44,490.5,398.2126756,0
2,67,5,43,73.025,59.7861035,0
16,51,6,46,470.2,384.1604587,1
15,79,4,45,667.5625,563.2374802,0
19,99,6,33,776.9125,576.4781728,0
13,34,3,44,244.1,205.5032067,0
13,74,6,38,457.95,361.4782426,0
15,80,3,36,541,437.2846268,0
8,45,3,38,172,139.0897268,0
20,59,5,45,664.75,541.6563289,0
14,79,6,21,291.325,255.2616758,0
14,37,4,43,279.425,215.2366115,0
20,87,6,39,849.25,666.2769411,0
12,83,5,38,474.1,345.0902299,0
31,48,3,44,819.4,647.6762972,0
18,75,4,44,743.5,563.7990529,0
19,90,5,33,706.375,543.667593,0
21,38,5,43,429.925,335.0304116,0
16,78,5,44,687.4,584.6626106,0
13,58,5,44,415.7,339.6606683,0
14,96,5,40,673,579.5209908,0
10,42,6,43,226.75,173.2593047,0
16,43,6,35,302,229.7198055,0
31,43,4,36,600.85,521.2744712,0
9,80,4,44,397,308.3080099,0
13,80,5,36,469,390.7811729,0
2,5,4,44,6.5,5.392933998,0
16,50,5,46,461,390.092638,0
12,43,4,32,207.4,180.5136386,0
15,72,5,41,554.5,416.5886291,0
17,45,4,43,412.1875,365.6591286,0
13,89,7,35,507.1875,376.8692964,1
13,74,5,43,518.075,440.7540718,0
19,59,3,41,575.5125,523.1780806,0
20,79,6,26,514.5,388.7892633,0
26,91,5,22,651.65,539.1066778,0
15,64,7,46,553,421.3122173,0
9,88,4,39,387.1,329.724533,0
19,86,3,36,736.3,560.2770685,0
17,72,5,45,689.5,544.0775959,0
0,83,7,46,1,0.767432952,1
24,60,3,23,415,331.12481,0
11,81,3,31,346.2625,276.5475576,0
18,92,6,41,849.7,605.2311455,1
13,101,5,46,755.975,658.7502547,0
2,78,3,46,90.7,74.08965035,0
19,44,3,44,460.8,366.2405521,0
20,81,5,9,183.25,147.8231437,0
14,41,6,31,223.425,169.8133886,0
9,95,2,45,481.9375,389.9393995,0
22,97,4,45,1201.375,953.4392686,0
16,36,4,42,303.4,243.4350614,0
14,85,5,34,506.75,390.4117063,0
21,82,5,34,732.85,615.0179677,0
16,78,5,36,562.6,401.7494207,0
9,95,5,18,193.375,158.4423668,0
5,95,6,3,18.8125,14.72233721,0
25,80,5,42,1051,914.671398,0
23,75,5,29,626.3125,467.822054,0
13,84,4,45,615.25,461.6892453,0
25,43,5,15,202.5625,184.3671846,0
8,43,6,37,160.1,134.5035765,0
8,102,5,45,460,386.2983512,0
10,43,6,43,232.125,175.5051203,0
13,33,5,30,161.875,135.1305805,0
19,54,5,41,526.825,413.1163777,0
7,85,4,30,224.125,173.7338147,0
20,75,5,42,788.5,628.3755855,0
13,82,6,19,254.175,204.6628248,0
10,89,6,44,490.5,377.146159,0
12,84,6,42,530.2,406.09455,1
21,81,4,24,511.3,401.9543332,0
13,88,5,43,615.9,448.7870012,0
18,73,6,32,526.6,400.6642262,0
13,72,6,46,539.2,453.9124349,0
14,56,5,33,324.4,264.1587475,0
11,74,4,46,469.05,345.0637352,0
16,68,6,45,613,515.2021893,0
16,92,3,36,663.4,479.4469548,0
23,37,6,45,479.6875,398.8385093,0
21,36,6,41,388.45,353.5334551,0
17,77,5,46,753.675,569.8759675,0
14,36,7,46,290.8,237.6147977,0
16,7,5,43,61.2,47.45777214,1
9,93,6,33,346.2625,318.413994,0
31,42,5,36,586.9,461.7871111,0
12,74,5,31,345.1,313.3183621,0
18,91,4,34,697.15,617.5275814,0
3,44,7,40,67,50.49332303,0
15,94,5,43,758.875,608.9060762,0
15,37,5,28,195.25,145.5983714,0
14,90,5,40,631,611.4388029,1
17,45,6,44,421.75,364.7202242,0
19,50,6,46,547.25,450.3172715,0
13,81,4,43,566.9875,456.4641097,0
20,80,6,41,821,651.4565284,0
21,92,3,33,797.95,678.8840091,0
14,78,4,17,233.05,187.5438556,0
21,74,5,21,408.925,341.007719,0
23,48,5,44,608.2,536.0676542,0
20,90,6,33,743.5,659.7978771,0
18,46,8,39,404.65,314.1249642,0
12,10,6,46,70,58.22653229,0
15,93,5,46,803.125,691.5760122,0
15,77,3,43,621.8125,482.1386704,0
10,11,6,38,53.25,45.07196437,0
12,83,4,46,573.7,456.0505196,0
11,36,7,41,203.95,176.7395202,0
14,78,6,43,587.95,455.040478,0
15,81,4,35,532.5625,384.4787466,0
11,38,5,32,168.2,126.8817477,0
8,79,7,46,364.4,294.4117938,0
1,71,4,45,40.9375,31.55194595,0
26,82,4,0,1,0.836825974,0
17,82,4,33,576.025,469.0647777,0
12,43,5,39,252.55,184.8950673,0
7,50,4,36,158.5,127.7797505,0
16,37,6,45,334,287.0605519,0
18,83,3,34,635.95,504.117774,0
11,78,5,20,215.5,179.0849021,0
18,90,5,45,912.25,737.7925406,0
6,43,4,40,130,98.46765196,0
10,45,5,45,254.125,222.4633635,0
10,86,5,40,431,339.289422,0
15,85,6,41,654.4375,541.6547314,0
17,68,4,38,550.1,418.7768551,0
12,107,5,42,675.1,536.958149,0
14,78,4,38,519.7,413.168021,0
22,43,6,42,497.65,446.8055137,0
17,46,5,28,274.7,207.6822292,0
13,84,5,45,615.25,460.6152147,0
28,98,6,45,1544.5,1155.770296,0
19,78,4,44,816.1,726.153671,0
15,89,5,45,751.9375,564.7049744,0
16,68,7,26,354.6,308.3222114,0
8,44,4,39,172.6,157.7831503,0
20,36,5,42,379,323.4128934,0
13,50,4,29,236.625,169.2583604,0
5,57,5,45,161.3125,112.9065575,0
11,86,4,13,154.725,113.9543391,0
31,10,6,40,156,130.3867644,0
13,99,4,46,741.025,609.0734647,0
21,46,4,39,471.925,355.4643397,0
17,92,5,40,783,564.6214099,0
25,42,4,44,578.5,428.7920497,0
10,89,6,34,379.25,315.2506899,0
19,47,6,44,492.15,396.3372665,0
11,85,5,42,491.875,389.3684687,0
14,75,4,36,473.5,373.5218672,0
9,93,4,45,471.8125,315.0056585,0
21,42,4,36,397.9,341.618045,0
14,98,5,37,635.55,540.2673921,0
10,38,5,36,172,138.8071738,0
12,76,5,45,514,397.3384113,0
0,85,5,45,1,0.795835478,0
15,57,4,44,471.25,370.611348,0
12,95,5,43,613.75,509.4124778,0
14,88,5,26,401.4,317.5928034,0
16,86,6,28,482.6,373.0466864,0
18,83,5,42,785.35,624.3248403,0
13,41,4,41,274.1625,219.8494016,0
7,87,4,37,282.6625,220.9383806,0
21,94,6,16,395.8,308.4690171,0
10,75,5,42,394.75,258.6019901,0
20,82,3,38,780,568.3789442,0
16,82,5,46,755.4,647.2812293,0
13,91,6,43,636.8625,472.5015721,0
16,78,5,45,703,580.0090077,0
12,88,6,38,502.6,422.9503381,0
10,46,6,13,75.75,57.07676956,0
15,7,5,29,39.0625,31.89886812,1
17,87,6,32,592.6,551.4654011,0
23,77,4,30,665.125,577.3093327,0
15,82,3,45,692.875,497.1833534,0
30,38,6,46,656.5,542.1652916,0
18,44,5,21,208.9,160.5348819,0
17,94,4,39,780.025,653.3391478,0
14,46,7,42,339.1,257.9224214,1
21,112,4,31,912.4,693.4598026,0
11,81,5,36,401.95,316.9775163,0
22,48,7,31,410.2,341.1870759,0
25,83,5,43,1116.3125,894.38921,0
11,87,5,44,527.35,399.4957142,0
30,83,6,39,1214.875,956.9448544,0
16,43,5,43,370.8,293.0031718,0
11,78,5,43,462.175,371.4699868,0
11,93,6,46,589.225,453.7480097,0
11,15,4,43,89.6875,71.78748892,0
20,51,4,43,549.25,430.0782366,0
23,43,4,35,433.6875,354.6797083,0
20,88,4,44,969,746.5630455,0
4,72,5,22,80.2,64.50635117,1
25,90,6,37,1041.625,839.8598367,0
16,87,5,39,679.6,492.2693141,0
11,74,4,32,326.6,264.9953094,0
1,55,6,43,30.5625,20.94253789,0
17,93,6,38,751.975,592.7795428,0
20,45,4,43,484.75,400.7015296,0
18,90,4,45,912.25,757.8316769,0
19,76,4,43,777.15,551.5479621,0
10,71,4,41,364.875,255.3885254,0
10,85,5,45,479.125,368.2057643,0
0,85,5,37,1,0.738811539,1
24,70,5,32,673,551.7992352,1
26,89,5,46,1331.55,1159.493705,0
27,90,5,40,1216,963.6048225,0
11,80,4,34,375,273.8923085,1
26,51,5,39,647.425,522.5439177,0
19,74,5,41,721.575,560.7973027,0
11,75,6,37,382.5625,302.2145826,0
12,74,7,39,433.9,414.0082737,0
10,79,6,34,336.75,250.9573324,0
11,76,5,22,230.9,184.0057937,0
10,41,5,45,231.625,179.9868787,0
17,89,5,38,719.675,604.701315,0
13,38,4,39,241.825,207.1848585,0
15,96,3,25,451,350.1704151,0
0,75,5,24,1,0.75863923,0
15,14,6,42,111.25,84.26841728,0
31,85,4,23,758.5625,594.1150715,0
20,88,5,34,749,577.5671787,0
9,46,6,28,145.9,116.6997347,0
12,81,5,46,559.9,495.4017899,0
18,81,4,45,821.125,647.7483629,0
9,90,5,46,466.75,379.2409599,0
14,83,6,42,611.05,488.8652056,0
23,34,5,35,343.125,264.264705,0
22,42,7,35,405.25,330.4761681,0
10,37,5,38,176.75,146.6307641,0
23,46,6,8,106.8,90.7931896,0
17,7,6,46,69.425,51.85714657,0
19,74,5,46,809.45,644.3686839,0
11,67,6,37,341.8625,244.2665022,0
14,82,4,40,575,516.5388771,1
27,74,5,8,200.8,158.6569015,0
18,40,4,28,253,226.1875944,0
22,44,6,21,255.1,194.8541973,0
10,82,5,37,380.25,291.6924026,0
21,45,5,37,438.0625,367.0830083,0
10,79,5,42,415.75,284.888269,0
12,75,4,19,214.75,152.9926142,0
12,32,5,32,154.6,123.6484811,0
16,103,4,45,928,744.1119154,0
19,93,6,37,818.2375,668.0184724,1
15,89,4,41,685.1875,559.732579,0
12,49,4,29,214.15,183.5299545,0
14,78,7,44,601.6,513.6903496,0
28,75,5,43,1129.75,971.8532656,0
17,75,4,45,718.1875,583.7796965,0
11,91,7,42,526.525,406.8617183,0
16,82,5,42,689.8,570.9579263,0
27,80,6,34,919,691.4664409,0
16,47,3,46,433.4,353.1692566,1
14,76,6,38,506.4,410.6679188,0
10,48,4,35,211,172.8848788,0
14,51,5,36,322.3,253.8818481,0
15,81,5,46,699.625,587.0503046,0
11,67,5,46,424.775,330.9058164,0
14,91,6,34,542.45,463.9987651,0
19,88,7,35,732.5,584.809423,1
12,46,4,32,221.8,176.8178824,0
12,87,4,45,588.25,443.9248802,0
10,51,4,45,287.875,221.9623575,1
6,49,5,44,162.7,146.4555011,0
14,79,6,45,623.125,442.2440626,0
12,36,5,44,238.6,187.528351,0
19,40,4,46,438,370.7077646,0
14,90,4,21,331.75,307.2033025,0
16,87,3,45,784,605.1895972,0
24,90,7,22,595,500.2774077,0
15,74,6,46,639.25,486.1213155,0
16,81,5,45,730,621.7092413,0
25,89,5,43,1196.9375,931.9007551,0
18,79,4,39,694.225,586.8229383,0
13,40,5,38,248,198.7635785,0
6,84,6,30,190,146.621867,0
18,99,4,46,1025.65,781.5684073,0
14,89,7,41,639.575,460.5458341,0
15,80,6,44,661,549.076001,0
11,52,5,41,294.15,223.6555762,0
7,65,4,46,262.625,200.7472844,0
16,37,5,37,274.8,201.6799396,0
16,90,4,46,829,596.7931478,1
9,43,4,41,199.3375,147.5353501,0
10,75,5,32,301,233.4761754,0
18,73,3,37,608.725,410.0417928,0
12,39,5,41,240.85,176.2915389,0
11,10,4,17,24.375,20.42985895,1
14,87,6,39,594.775,517.7991307,0
19,97,6,46,1060.725,952.6120874,0
20,73,5,32,585,526.0682946,0
21,97,5,23,586.6375,534.6324088,0
16,90,6,46,829,733.3823147,0
13,91,4,36,533.35,418.3752372,0
15,62,6,30,349.75,273.7425578,0
16,109,6,46,1003.8,804.2893936,0
10,78,7,17,166.75,138.9164384,0
10,60,6,20,151,114.0561333,0
20,84,4,39,820,710.9167002,0
10,47,3,46,271.25,236.9365897,0
18,72,5,0,1,0.89815415,0
16,76,3,46,700.2,602.2770152,0
15,81,6,46,699.625,478.4083142,0
9,81,4,30,274.375,225.5889317,0
17,11,5,46,108.525,82.33449252,0
25,11,5,46,159.125,124.1282537,0
16,9,4,23,42.4,34.95609711,0
20,51,5,31,396.25,320.3552135,0
14,97,4,46,781.85,638.6470052,0
9,81,3,39,356.3875,267.0583612,0
16,72,5,42,605.8,498.62864,0
16,78,6,46,718.6,516.2787581,0
13,43,4,27,189.6625,144.0713851,0
21,53,5,35,487.9375,402.2913431,0
12,75,5,40,451,368.067748,0
11,74,6,39,397.825,322.2508279,0
7,70,5,43,264.375,233.9316144,0
22,40,6,22,243,184.5629468,0
19,82,6,44,857.9,691.9945924,0
9,52,5,46,270.1,220.9395326,0
7,87,6,31,236.9875,171.2203667,0
15,84,6,33,520.75,442.9888135,0
19,55,6,30,392.875,344.2374317,0
8,48,4,46,221.8,173.6076538,0
14,85,3,41,610.875,482.8742642,0
19,95,5,42,948.625,738.6442515,0
27,92,6,32,994.6,797.7101418,0
17,79,6,35,588.5625,431.6149826,0
17,85,4,12,217.75,178.6342186,0
18,74,4,42,700.3,599.8548692,0
11,39,5,45,242.3125,170.0053474,0
16,36,6,44,317.8,273.2744575,1
27,85,6,0,1,0.852150028,0
27,73,5,46,1134.325,801.7508541,0
0,3,4,38,1,0.756875926,1
19,82,7,43,838.425,565.0801798,0
15,86,6,26,420.25,359.5872213,0
19,44,7,43,450.35,350.8379923,0
4,109,8,44,240.8,204.6731432,1
13,87,5,18,255.475,190.9342727,0
12,53,5,37,295.15,219.9534273,0
13,76,6,42,519.7,414.4248324,0
23,88,6,43,1088.9,848.0089589,0
9,80,3,35,316,226.3449899,0
11,83,6,38,434.675,377.7504516,0
16,99,5,45,892,697.9761972,0
13,81,3,46,606.475,471.245238,0
13,77,5,40,501.5,465.5384897,0
12,41,5,40,247,223.2263943,0
31,41,4,42,668.275,549.9965587,0
7,8,5,46,33.2,26.41870214,1
13,33,3,29,156.5125,130.0606717,0
3,89,5,36,121.15,100.7711374,1
15,85,4,45,718.1875,551.2928098,0
11,84,6,39,451.45,363.6199675,0
22,92,5,43,1088.9,841.1421517,0
17,86,8,46,841.65,696.2627951,0
12,47,5,0,1,0.802619514,0
22,65,7,46,823.25,656.1862503,0
13,43,4,17,119.7875,92.19646045,0
14,89,4,45,701.875,607.3658967,0
14,84,5,41,603.7,481.2569244,0
18,93,4,34,712.45,545.8008022,0
12,69,5,39,404.65,301.3610282,0
12,93,3,31,433.45,312.0643566,0
13,81,4,41,540.6625,426.3163776,0
25,90,5,46,1294.75,1178.52598,0
14,92,5,28,451.8,357.4103026,0
12,91,5,38,519.7,397.7570984,0
2,92,6,46,106.8,93.99972083,0
8,84,4,45,379,299.2950069,0
14,44,5,42,324.4,258.7926001,0
13,84,4,0,1,0.8581143,0
20,39,4,37,361.75,308.2105931,0
8,33,5,42,139.6,114.5386659,0
15,79,7,44,652.75,514.981825,0
22,82,7,34,767.7,580.5168192,0
23,52,4,35,524.25,349.845471,0
19,70,6,29,483.125,363.0794411,1
8,72,6,43,310.6,244.5538246,0
14,43,5,30,226.75,161.541582,0
13,83,7,43,580.9625,504.2896196,0
16,111,5,45,1000,778.4691756,0
10,42,6,44,232,182.2080762,0
28,54,3,43,813.7,668.8266792,0
20,38,5,15,143.5,123.5682563,0
8,118,6,40,473,402.5173424,0
21,10,5,34,90.25,72.24214291,0
13,87,5,41,580.6375,461.0568662,0
15,91,4,20,342.25,263.8280524,0
14,4,2,46,33.2,26.21579557,1
9,89,7,42,421.525,338.9136374,1
21,67,5,34,598.975,509.5580829,0
14,50,6,39,342.25,272.7000109,0
14,93,7,46,749.65,557.4404932,0
22,80,5,43,947,751.4847302,0
13,85,5,45,622.5625,509.0844038,0
19,94,5,29,648.425,556.4475018,0
12,83,7,37,461.65,366.6886077,0
17,48,5,35,358,290.7141132,0
18,82,5,44,812.8,605.3776973,0
8,85,3,37,315.5,271.7120107,0
29,75,4,45,1224.4375,1067.23583,0
31,46,6,34,607.05,458.3038526,0
13,78,5,39,495.325,407.269664,0
11,38,4,35,183.875,149.4839966,0
28,37,4,33,428.35,365.2522449,0
15,66,5,36,446.5,351.3444507,0
21,8,5,40,85,76.32410367,0
9,83,4,35,327.8125,249.853648,0
11,73,5,45,452.6875,411.1105541,0
12,14,5,17,36.7,27.54719293,0
14,81,5,46,653.05,487.3447259,0
5,83,6,42,218.875,129.4975129,0
31,77,5,43,1284.0125,1092.15229,0
16,88,5,45,793,650.5252506,0
22,76,5,38,795.2,601.535919,0
16,75,6,44,661,541.0841812,0
11,101,5,2,28.775,22.58879148,0
11,47,4,44,285.35,229.8638912,0
17,108,6,46,1056.7,876.8565071,1
9,94,5,45,476.875,338.3461507,0
29,37,5,41,550.9125,487.8582102,0
18,97,4,7,153.775,129.1007164,0
25,32,4,16,161,119.0894776,0
16,61,7,41,501.2,409.7922163,0
26,88,7,46,1316.6,874.3475274,1
13,92,5,38,569.1,429.0748521,0
7,87,6,35,267.4375,202.8334877,0
12,86,5,44,568.6,440.0178435,0
28,71,4,38,945.3,707.2290271,0
22,92,4,44,1114.2,963.9345887,0
14,45,4,16,127,105.7930941,0
14,80,6,45,631,533.380656,0
13,112,5,36,656.2,566.1182889,0
16,70,4,36,505,414.1631016,0
16,91,6,43,783.6,626.5396986,0
31,80,6,44,1365,949.7420408,0
12,88,3,41,542.2,432.0958313,0
13,85,6,46,636.375,508.4141181,1
20,93,4,43,1000.75,776.4677805,1
18,41,4,32,296.2,241.4092963,0
14,41,4,43,309.525,238.3368143,0
18,35,5,43,339.625,244.3546017,0
6,80,4,46,277,229.4179388,0
12,87,6,28,366.4,289.6327946,0
13,82,3,32,427.4,359.7143811,0
13,93,5,37,560.1625,429.6320545,0
18,94,4,45,952.75,717.9487808,0
23,43,4,45,557.3125,453.985722,0
21,73,4,41,786.6625,688.601373,0
19,75,7,39,695.6875,539.793141,0
11,91,5,41,514.0125,413.8715316,0
16,99,5,16,317.8,250.7461712,0
6,50,5,36,136,106.4399008,0
31,97,5,46,1730.025,1368.769325,0
31,33,5,46,589.225,466.1814844,0
17,81,5,28,482.95,355.8572239,0
10,85,5,39,415.375,336.0309138,0
21,41,5,46,496.075,386.6486704,0
18,53,6,25,299.125,278.534362,1
13,82,6,36,480.7,386.2123833,0
18,76,5,19,325.9,269.7144758,0
24,86,6,36,929.8,706.7442302,0
23,87,6,29,726.3625,567.0609935,0
31,95,5,41,1510.3125,1221.22335,1
23,87,6,37,926.4625,740.0443839,0
12,42,4,40,253,210.4260449,0
17,78,4,45,746.875,596.6889856,0
30,91,5,39,1331.875,1022.670336,0
16,53,6,46,488.6,361.344281,1
0,9,5,41,1,0.750811084,1
15,97,5,44,801.25,641.0094658,0
3,90,6,25,85.375,64.58027903,0
11,79,5,27,294.2875,236.7831626,0
22,78,4,17,365.65,285.4596972,0
8,48,5,46,221.8,186.8906443,0
31,67,4,46,1195.275,990.3997458,0
17,86,6,18,329.95,267.7533225,0
11,91,5,39,488.9875,382.8123047,0
18,76,6,42,719.2,596.6773436,0
22,87,5,39,934.075,740.7705342,0
24,79,5,19,451.3,350.0167405,0
4,85,4,44,188,154.3157246,0
16,40,7,46,369,280.0484425,0
13,69,7,4,45.85,37.70337505,0
15,77,4,42,607.375,448.7449577,0
18,80,5,37,667,558.3268622,0
17,83,6,33,583.0375,479.7786175,0
25,81,5,42,1064.125,841.7793237,0
15,34,3,28,179.5,129.5613948,0
4,83,5,31,129.65,108.8254511,0
22,63,4,46,797.95,659.4100285,0
17,91,6,39,755.1625,608.5719244,0
15,76,5,37,528.25,397.5109519,0
24,47,5,38,536.8,427.938288,0
21,87,3,46,1051.525,804.4726796,0
19,41,5,27,263.9125,211.2303445,0
13,95,5,17,263.4375,220.4126156,0
10,5,5,44,28.5,23.21850913,0
12,91,5,43,587.95,510.5737468,0
31,79,4,42,1286.725,1067.960962,0
6,78,6,39,229.15,175.5683229,0
9,75,5,46,389.125,313.8878967,0
11,47,5,44,285.35,208.6695308,0
26,95,4,38,1174.25,979.7794443,0
20,47,5,24,283,222.1442058,0
23,68,8,42,822.1,679.6012805,0
10,44,5,43,237.5,173.1939302,0
24,32,5,41,394.6,314.5863406,0
19,82,3,44,857.9,654.6028225,0
21,80,5,34,715,571.5516133,0
12,88,4,41,542.2,432.4407667,0
5,83,7,25,130.6875,96.28885268,0
27,87,6,46,1351.675,1212.238963,0
21,46,5,38,459.85,393.9881611,0
0,80,5,31,1,0.790666262,1
18,80,6,39,703,578.8023651,0
10,58,5,43,312.75,235.1978792,1
11,41,6,43,243.4125,195.4333107,0
14,47,3,43,354.675,289.8159747,0
19,82,5,43,838.425,710.0073855,0
27,45,4,46,699.625,521.6162763,0
15,61,5,39,447.0625,379.5233501,0
16,104,4,46,957.8,710.6615384,0
12,45,7,38,257.5,203.625633,1
19,53,4,33,416.3875,342.7095755,0
11,39,6,42,226.225,176.0947487,0
12,46,5,42,290.8,215.6851954,0
15,76,5,45,642.25,491.0780793,0
19,93,6,36,796.15,650.6605423,0
13,39,5,33,210.1375,141.0224859,0
26,86,6,34,951.3,831.4927953,0
14,85,6,41,610.875,488.5130739,0
20,44,5,29,320,262.114542,0
18,93,5,43,900.775,745.6557786,0
28,45,6,33,520.75,380.1643461,0
10,88,5,37,408,322.3435144,0
10,42,5,43,226.75,183.4288059,0
13,66,6,38,408.55,307.9334605,0
10,93,6,27,314.875,266.9904427,0
11,84,5,41,474.55,422.0213307,0
9,71,5,34,272.575,211.7636911,0
9,45,4,41,208.5625,169.4420896,0
21,89,6,44,1028.95,777.6392723,0
12,45,3,44,298,235.8681445,0
9,82,4,29,268.525,208.4068497,0
19,93,4,40,884.5,721.233788,0
31,91,6,42,1482.025,1086.472713,0
28,46,6,45,725.5,586.9139777,0
14,81,5,44,624.7,490.6175688,0
17,80,5,42,715,570.1927439,1
19,46,3,29,317.825,239.0992422,0
12,40,6,45,271,232.590121,0
15,94,5,46,811.75,649.9993564,0
21,29,6,43,328.3375,292.3952474,0
13,79,4,46,591.525,412.4370493,0
17,87,5,21,389.2375,316.1186748,1
13,86,6,28,392.3,319.7789624,0
12,79,4,35,415.75,356.4802079,0
10,89,5,46,512.75,439.8302818,0
10,82,6,46,472.5,343.6343216,0
22,88,6,37,896.4,698.1713433,0
14,70,4,9,111.25,76.91081303,0
6,93,6,32,224.2,185.4162748,0
13,86,5,40,560,475.4833954,0
15,30,4,46,259.75,218.7529469,0
2,83,6,32,67.4,52.69921211,0
17,109,6,35,811.6875,575.2876475,0
10,78,5,34,332.5,246.6639233,0
18,39,4,39,343.225,286.4018715,0
10,11,6,46,64.25,52.82782749,0
11,43,5,42,249.325,202.5672562,0
8,75,4,34,256,226.4024139,0
31,77,3,28,836.45,682.6319003,0
16,78,5,44,687.4,557.3666486,0
15,95,3,34,606.625,466.583289,0
12,46,4,29,201.1,156.4993917,0
17,79,6,43,722.8625,590.8909323,0
15,44,5,36,298,235.9495448,0
22,72,5,33,654.4,537.4578486,0
21,7,4,44,81.85,64.67698698,0
15,38,3,35,250.375,200.824226,0
11,34,5,35,164.625,136.6393604,0
10,95,7,40,476,343.0303684,0
23,76,2,22,481.7,404.8598234,0
10,50,5,31,194.75,157.1088901,0
13,69,3,40,449.5,376.9355028,0
13,103,6,41,687.2375,559.7956595,0
30,75,4,35,985.375,784.9656884,0
20,83,4,40,831,734.9531877,0
31,83,6,40,1287.5,1011.172823,0
15,84,6,43,678.25,630.1187669,0
2,105,5,44,116.5,88.79650613,0
